Primary_Name,Primary_Location,Alt_primary_Names,Original_Name,Pleiades,Region ,Pliny?,X,Y,Z,Geog_certainty,Dependent_upon,Replaced,Replaced_By,Speed_of_Replace,Port_Name,Port_Cert,Attrib_People1,Attrib_People2,Attrib_People3,Prev_People,Prev_Occ ,Occ_Date_U,Occ_Date_L,Occ_Date_Cert,Multi_Location,Multi_Loc_Cert,ML_Date_U,ML_Date_L,ML_Date_Cert,Disp_Sett_U,Disp_Sett_L,Incompl_Urb,Intense_Urb_U ,Intense_Urb_L ,Aband_Date_U,Aband_Date_L,Necrop_Only,Permanent,Destroyed,Destr_Date_U,Destr_Date_L,Post_Urban,GF_Status,Boundary_Known,SA_O,SA_O_EP,SO_O_Cert,SA_O_AL,SA_O_AU,SA_N,SA_N_EP,SA_N_Cert,SA_N_AL,SA_N_AU,SA_Expansion,SA_Exp_Date_U,SA_Exp_Date_L,SA_Exp_Date_Cert,SA_Reduction,SA_Red_Date_U,SA_Red_Date_L,SA_Red_Date_Cert,Defensible_Top,Fort_Survival,Mult_Circuits ,Fort_O_Date_U,Fort_O_Date_L,Fort_O_Date_Cert,Fort_O_Alt_U,Fort_O_Alt_L,Fort_R1_Date_U,Fort_R1_Date_L,Fort_R1_Date_Cert,Fort_R1_Alt_U,Fort_R1_Alt_L,Fort_R2_Date_U,Fort_R2_Date_L,Fort_R2_Date_Cert,Fort_R2_Alt_U,Fort_R2_Alt_L,Fort_R3_Date_U,Fort_R3_Date_L,Fort_R3_Date_Cert,Fort_R3+,Regular_Plan,RP_Date_U,RP_Date_L,RP_Date_Cert,New_Plan,NP_Date_U,NP_Date_L,NP_Date_Cert,Forum_Agora,Assembly_Place,Temple,Theatre,Amphitheatre,Basilica,Bath,Roman_Subj_Date_U,Roman_Subj_Date_L,Col_Type,Colony_Date_U,Colony_Date_L,Legal_Status1,Leg_St1_Date_U,Leg_St1_Date_L,Legal_Status2,Leg_St2_Date_U,Leg_St2_Date_L,Legal_Status3,Leg_St3_Date_U,Leg_St3_Date_L,ROADS,
Elea  ,Castellammare di Velia ,"Velia, Bellias",Y,Y,3,Y,15.155092,40.160744,70,certain,-,-,-,-,Elea,Good evidence,Greek,-,-,-,B,-560,500,High,-,-,-,-,-,-,-,-,-325,-275,-,-,-,-,-,-,-,-,PGF,partial,100,P,Medium,72.4,100,-,-,-,-,-,High,-325,-300,High,High,-125,-100,High,elevation,Sections visible,complex interconnecting,-525,-500,High,-,-,-490,-470,High,-,-,-325,-300,High,-,-,-,-,-,-,confirmed,-500,-450,High,Partly,-325,-275,High,Forum suspected,AP 4thc BC,TempleT 4thc BC,Theatre 4thc BC,-,-,Bath 3rdc BC,-285,-272,-,-,-,M,-90,-89,-,-,-,-,-,-,ON,
Eretum,Casacotta,Montelibretti,Y,Y,4,N,12.6350528,42.1091389,61,certain,-,-,-,-,Eretum,suspected,Sabine,-,-,-,-,-800,0,Medium,Replacement,Low,-300,0,Medium,-,-,-,-,-,-,-,-,-,-,-,-,Y,GF,unclear,18,P,Low,-,-,-,-,-,-,-,-,-,-,-,Low,-400,-290,Medium,elevation,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-500,-290,-,-,-,-,-,-,-,-,-,-,-,-,ON,
Fabrateria Nova,Falvaterra,,Y,Y,1,Y,13.558107,41.51929,85,certain,-,Fregellae,-,Sudden,-,-,Roman ,-,Samnite,Volscian,-,-124,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,37,P,Medium,25,37,-,-,-,-,-,-,-,-,-,-,-,-,-,partial water,Confirmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-,-,-,-,-,-,-,Forum suspected,-,Temple 2ndc BC,-,Amphi 2ndc BC,-,Bath 1stc AD,-343,-290,-,-,-,C,-124,-124,-,-,-,-,-,-,ON,
Fabrateria Vetus  ,Ceccano,,Y,Y,1,Y,13.333544,41.568449,205,certain,-,-,-,-,-,-,Volscian,Samnite,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Confirmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-495,-303,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Faesulae ,Fiesole,,Y,Y,7,Y,11.292768,43.806945,295,certain,-,-,-,-,-,-,Etruscan,-,-,-,-,-600,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,partial,29,P,Unconfirmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,concentric walls,-300,-250,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,Temple 3rdc BC,Theatre Aug,-,-,Bath Aug,-280,-238,-,-,-,C,-78,-78,-,-,-,-,-,-,ON,
Fagifulae,"Montagano, S. Maria di Faifoli",,Y,Y,4,Y,14.667625,41.657876,590,likely,-,-,-,-,-,-,SamPen,-,-,-,-,-350,999,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,Bas undated,-,-343,-290,-,-,-,M,-90,-89,-,-,-,-,-,-,FAR,
Falerii Novi,Falerii Novi,,Y,Y,7,Y,12.359533,42.299722,206,certain,-,Falerii Veteres,-,Sudden,-,-,Roman ,-,-,Faliscan,-,-240,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,very clear,30.6,P,High,27,30.6,-,-,-,-,-,-,-,-,-,-,-,-,-,partial water,Complete,-,-240,-230,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-240,-230,Medium,-,-,-,-,Forum undated,-,Temple Aug,Theatre 1stc BC,Amphi 1stc AD,Bas 1stc BC,-,-390,-295,-,-,-,M,-90,-89,C,253,268,-,-,-,ON,
Falerii Veteres,Civita Castellana,,Y,Y,7,Y,12.408293,42.287107,152,certain,-,-,Falerii Novi,Sudden,-,-,Faliscan,-,-,-,B,-800,-241,Medium,Co-existence,High,-800,-241,Medium,-,-,-,-,-,-,-,-,-,High,-241,-241,-,PGF,very clear,43.4,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Suspected,-,-500,-400,Medium,-400,-350,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,TempleT 5thc BC,-,-,-,-,-390,-295,-,-,-,-,-,-,-,-,-,-,-,-,ON,
Falerio,Falerone,,Y,Y,5,Y,13.4970722,43.1013,220,certain,-,-,-,-,-,-,Roman ,-,-,Picentine ,-,-200,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,unclear,9,P,Low,9,16,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,not planned,-,-,-,-,-,-,-,Forum suspected,-,Temple undated,Theatre Aug,Amphi 1stc AD,-,Bath 2ndc AD,-299,-268,-,-,-,M,-49,-49,C,-27,200,-,-,-,FAR,
Fanum Fortunae ,Fano,,Y,Y,6,Y,13.016921,43.844902,19,certain,-,-,-,-,Fanum Fortunae,possible,Roman ,-,-,Gallic,-,-220,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,very clear,21.4,E,High,18,24.5,-,-,-,-,-,-,-,-,-,-,-,-,-,no,Sections visible,-,-27,14,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-100,0,High,-,-,-,-,Forum undated,-,Temple 1stc BC,Theatre undated,Amphi 1stc AD,Bas Aug,-,-297,-283,-,-,-,HCM,-283,-200,C,-31,-27,-,-,-,ON,
Faventia,Faenza,,Y,Y,8,Y,11.883507,44.286236,44,certain,-,-,-,-,-,-,Roman ,-,-,Gallic,-,-90,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unclear,39,E,Low,22,39,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-90,20,Medium,-,-,-,-,Forum undated,-,-,-,-,-,-,-268,-218,-,-,-,M,-218,14,-,-,-,-,-,-,ON,
Ferentinum ,Ferentino,,Y,Y,1,Y,13.253364,41.692693,404,certain,-,-,-,-,-,-,Hernican,-,-,-,-,-600,500,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,partial,27.2,P,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,concentric walls,-225,-175,Medium,-400,-300,-175,-125,Medium,-,-,-100,-75,Medium,-,-,-,-,-,-,partly planned,-225,-200,Medium,-,-,-,-,Forum undated,AP 1stc AD,-,Theatre 2ndc AD,-,Bas 1stc AD,-,-493,-358,-,-,-,F,-306,-306,M,-90,-89,-,-,-,ON,
Ferentium ,Ferento,,Y,Y,7,Y,12.132177,42.48859,296,certain,-,-,-,-,-,-,Etruscan,-,-,-,IAC,-350,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,interpreted,30,P,Unconfirmed,30,35,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Suspected,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-300,-200,Unconfirmed,-,-,-,-,Forum 1stcAD,-,-,Theatre 1st c AD,Amphi 1stc BC,-,Bath 1stc AD,-393,-280,-,-,-,M,-90,-89,-,-,-,-,-,-,FAR,
Ferrazzano,Ferrazzano,,N,Y,4,N,14.671646,41.53018,872,certain,-,-,-,-,-,-,SamPen,-,-,-,A,-325,-50,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,partial,27.4,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,attached inner circuit,-325,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Fescennium,Narce,,Y,Y,7,N,12.416853,42.210553,204,certain,-,-,-,-,-,-,Faliscan,-,-,-,B,-900,-240,Medium,Co-existence,Low,-900,-240,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,unclear,36,P,Low,5,36,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Confirmed,-,-,-,-,-,-,-425,-375,Unconfirmed,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,-,-390,-295,-,-,-,MP,-295,14,-,-,-,-,-,-,FAR,
Ficana,Near Acilia,Monte Cugno,Y,Y,1,N,12.3532083,41.7991111,43,certain,-,-,-,-,Ficana,possible,Latin,-,-,-,NBI,-800,-200,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,GF,unclear,10,P,Low,5,11,-,-,-,-,-,-,-,-,-,High,-300,-200,High,slight elevation,Confirmed,-,-800,-700,High,-,-,-325,-300,High,-,-,-,-,-,-,-,-,-,-,-,not planned,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-493,-338,-,-,-,-,-,-,-,-,-,-,-,-,ON,
Ficulea,"Torre Lupara, Marco Simone vecchio (Via Nomentana)",,Y,Y,1,N,12.6465167,41.9685611,115,certain,-,-,-,-,-,-,Latin,-,-,-,BI,-700,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,interpreted,27,P,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Suspected,-,-600,-500,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,-,-493,-338,-,-,-,M,100,200,-,-,-,-,-,-,ON,
Fidenae,Borgata Fidenae,,Y,Y,1,Y,12.50875,41.9750222,37,certain,-,-,-,-,Fidenae,suspected,Latin,-,-,-,BI,-800,300,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,interpreted,45.5,P,Medium,-,-,-,-,-,-,-,-,-,-,-,High,-500,-100,Medium,elevation,Suspected,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,Amphi undated,-,-,-493,-338,-,-,-,M,-49,-49,-,-,-,-,-,-,ON,
Fidentia,Fidenza,,Y,Y,8,Y,10.061732,44.86511,82,certain,-,-,-,-,-,-,Roman ,-,-,Gallic,-,-100,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unclear,7.6,E,Low,3.5,8,-,-,-,-,-,-,-,-,-,Low,100,200,Medium,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,suspected,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,-,-268,-218,-,-,-,M,-90,14,V,100,200,M,200,300,ON,
Fioccaglia di Flumeri,Flumeri,,N,Y,2,N,15.0803056,41.0869278,328,certain,-,-,-,-,-,-,Roman ,-,-,SamHirp,C,-130,-70,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Medium,-90,-70,-,GF,interpreted,13,P,Unconfirmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-130,-100,High,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,ON,
Firmum ,Fermo,Firmum Picenum,Y,Y,5,Y,13.7184056,43.1609806,319,certain,-,-,-,-,Firmum,Good evidence,Picentine ,-,-,-,-,-800,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,interpreted,12.5,P ,Low,10,12.5,20,P,Low,20,30,Low,-85,14,Medium,-,-,-,-,elevation,Confirmed,concentric walls,-264,-240,Medium,-,-,-200,-100,Medium,-,-,-85,14,Medium,-,-,-,-,-,-,suspected,-,-,-,-,-,-,-,Forum suspected,-,-,Theatre Aug,Amphi undated,-,Bath 1stc AD,-299,-268,LC,-264,-264,C,-43,-33,M,-264,14,-,-,-,ON,
Florentia,Firenze,,Y,Y,7,Y,11.256929,43.768755,50,certain,-,-,-,-,Florentia,Good evidence,Roman ,-,-,Etruscan,IAC,-50,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,very clear,20.2,P,Medium,-,-,-,-,-,-,-,High,0,350,High,-,-,-,-,no,Confirmed,-,-50,0,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-50,0,Medium,-,-,-,-,Forum 1stc,-,Temple 1stc BC,Theatre 1stc BC,Amphi 1stc AD,-,Bath 1stc BC,-280,-238,-,-,-,C,-50,-50,-,-,-,-,-,-,ON,
Forcona,Civita di Bagno,Forconium,Y,N,4,N,13.4425472,42.3098083,624,certain,-,-,-,-,-,-,Roman ,-,-,Vestinian,-,-100,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,unclear,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-,-,-,-,-,-,-,-,-,Temple suspected,-,-,-,Bath undated,-325,-290,-,-,-,-,-,-,-,-,-,-,-,-,NEAR,
Forentum,Lavello,,Y,Y,2,Y,15.791733,41.04673,305,certain,-,-,-,-,-,-,Samnite,-,-,Daunian,-,-800,-200,High,-,-,-,-,-,-800,-320,-,-,-,-,-,-,-,-,-,-,Y,PGF,interpreted,200,P,Medium,-,-,20,P,Low,-,-,-,-,-,-,High,-318,-280,Medium,part elevation,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,-,-343,-290,-,-,-,F,-318,-318,M,100,200,-,-,-,ON,
Formiae,Formia,,Y,Y,1,Y,13.601067,41.255655,52,certain,-,-,-,-,Formiae,Good evidence,Volscian,-,-,Auruncan,-,-400,500,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,partial,9,P,Low,9,10,20,P,Low,-,-,Low,-125,-100,Medium,-,-,-,-,part elevation,Sections visible,concentric walls,-,-,-,-,-,-125,-100,Medium,-,-,-,-,-,-,-,-,-,-,-,suspected,-,-,-,-,-,-,-,Forum undated,AP 1stc BC,Temple undated,Theatre Aug,Amphi Susp,Bas Susp,Bath 2ndc AD,-495,-303,-,-,-,CSS,-338,-332,COI,-188,-188,C,117,138,ON,
Forum Appii,Faiti near Latina,,Y,Y,1,Y,12.9975,41.46639,8,certain,-,-,-,-,-,-,Roman ,-,-,Volscian,-,-300,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,interpreted,12,P,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-495,-303,-,-,-,-,-,-,-,-,-,-,-,-,ON,
Forum Aurelii,Montalto di Castro,,Y,Y,7,N,11.607969,42.351426,42,uncertain,-,-,-,-,-,-,Roman ,-,-,Etruscan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-388,-280,-,-,-,-,-,-,-,-,-,-,-,-,ON,
Forum Cassii,Santa Maria di Forcassi,,Y,Y,7,N,12.0643889,42.3299944,320,certain,-,-,-,-,-,-,Roman ,-,-,Etruscan,-,-150,500,Low,-,-,-,-,-,-150,500,-,-,-,-,-,-,-,-,-,-,-,PGF,unclear,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,not planned,-,-,-,-,-,-,-,-,-,-,-,Amphi Susp,-,-,-388,-295,-,-,-,-,-,-,-,-,-,-,-,-,ON,
Forum Claudii,Ventaroli,,Y,Y,1,N,13.9878028,41.2122778,138,certain,-,-,-,-,-,-,Roman ,-,-,Auruncan,-,100,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,Bath 2ndc AD,-345,-314,-,-,-,-,-,-,-,-,-,-,-,-,ON,
Forum Clodii,chiesa di San Liberato (Bracciano),,Y,Y,7,N,12.167955,42.126751,280,certain,-,-,-,-,-,-,Roman ,-,-,Etruscan,-,-50,400,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-483,-396,-,-,-,HP,-396,999,-,-,-,-,-,-,ON,
Forum Cornelii,Imola,,Y,Y,8,Y,11.707535,44.353995,53,certain,-,-,-,-,Forum Cornelii,suspected,Roman ,-,-,Gallic,-,-150,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,interpreted,10,P,Low,-,-,32,P,Low,32,41.5,Low,-50,0,Medium,-,-,-,-,partial water,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-90,-80,Unconfirmed,-,-,-,-,Forum suspected,-,-,-,Amphi undated,-,-,-268,-218,-,-,-,HC,-82,-80,-,-,-,-,-,-,ON,
Forum Flaminii ,S. Giovanni Profiamma ,,Y,Y,6,Y,12.73035,42.9843917,264,certain,-,-,-,-,-,-,Roman ,-,-,Umbrian ,-,-220,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,Bath Susp,-308,-290,-,-,-,-,-,-,-,-,-,-,-,-,ON,
Forum Fulvii Valentinum,Villa del Foro,,Y,Y,9,Y,8.5250778,44.887825,102,certain,-,-,-,-,-,-,Roman ,-,-,Ligurian,-,-125,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,-,-238,-155,-,-,-,MP,0,100,-,-,-,-,-,-,ON,
Forum Gallorum,Nr Castelfranco Emilia,,Y,Y,8,N,11.0698306,44.5772083,41,likely,-,-,-,-,-,-,Roman ,-,-,Gallic,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-268,-218,-,-,-,-,-,-,-,-,-,-,-,-,ON,
Forum Germa..,San Lorenzo di Caraglio,,Y,Y,11,N,7.4585194,44.4299361,537,likely,-,-,-,-,-,-,Roman ,-,-,Ligurian,-,-9999,400,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,Bath 1stc AD,-238,-155,-,-,-,HM,-155,14,-,-,-,-,-,-,ON,
Forum Livii,Forli,,Y,Y,8,Y,12.042702,44.221277,39,certain,-,-,-,-,-,-,Roman ,-,-,Gallic,-,-187,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unclear,38,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,partial water,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,not planned,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,-,-268,-218,-,-,-,M,-90,-89,-,-,-,-,-,-,ON,
Forum Novum1,Nr. S. Maria in Vescovio ,,Y,Y,4,Y,12.6039083,42.3305028,140,certain,-,-,-,-,-,-,Roman ,-,-,Sabine,-,-100,500,Medium,-,-,-,-,-,-100,500,-,-,-,-,-,-,-,-,-,-,-,GF,unclear,4,P,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum 1stc,-,Temple undated,-,Amphi 1stc AD,Bas 2ndc AD,Bath undated,-500,-290,-,-,-,M,-290,14,-,-,-,-,-,-,FAR,
Forum Novum2,Fornovo di Taro ,,Y,Y,8,N,10.097415,44.691301,153,certain,-,-,-,-,-,-,Roman ,-,-,Ligurian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,interpreted,2.1,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,partial water,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,suspected,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-238,-155,-,-,-,HCM,-155,999,-,-,-,-,-,-,ON,
Forum Popili,Polla,,Y,Y,3,N,15.498879,40.518218,447,certain,-,-,-,-,-,-,Roman ,-,-,Lucanian ,-,-132,500,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-326,-272,-,-,-,-,-,-,-,-,-,-,-,-,NEAR,
Forum Popilii,Forlimpopoli,,Y,Y,8,Y,12.125025,44.1873639,32,certain,-,-,-,-,-,-,Roman ,-,-,Gallic,-,-132,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unclear,5.2,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,suspected,-132,100,Medium,-,-,-,-,Forum suspected,-,-,-,-,-,-,-268,-218,-,-,-,M,-90,-89,-,-,-,-,-,-,ON,
Forum Popillii,nr Carinola,Forum Popilii,Y,Y,1,Y,13.9825028,41.1737028,51,certain,-,-,-,-,-,-,Roman ,-,-,Auruncan,-,-125,400,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,6,P,Low,5,6,-,-,-,-,-,-,-,-,-,-,-,-,-,no,Sections visible,-,-125,-75,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,Amphi Susp,-,Bath undated,-343,-290,-,-,-,HC,-27,14,-,-,-,-,-,-,ON,
Forum Sempronii,Fossombrone,,Y,Y,6,Y,12.8303444,43.6979639,105,certain,-,-,-,-,-,-,Roman ,-,-,Gallic,-,-130,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,24,P,Medium,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,partial water,Suspected,-,50,150,Medium,-,-,500,600,High,-,-,-,-,-,-,-,-,-,-,-,confirmed,-,-,-,-,-,-,-,Forum undated,-,Temple undated,Theatre Susp,Amphi undated,Bas Aug,Bath Aug,-308,-290,-,-,-,M,-49,-49,-,-,-,-,-,-,ON,
Forum Vibi Cabur,Cavour,Forum Vibi Caburrum,Y,Y,11,N,7.3840861,44.7821556,297,certain,-,-,-,-,-,-,Roman ,-,-,Ligurian,-,-50,400,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,Bath Susp,-238,-155,-,-,-,M,-155,14,-,-,-,-,-,-,ON,
